Type / Creator / Imprint,Publisher,Author,Title,Extra Title Info,Permanent Location,Call Number,Date,Status,Material Type,MMS ID
"Book By Memorial Presbyterian Church (Cherokee, Iowa). Presbyterian Women. (Chicago, Ill. : Women's Clubs Publ. Co., 1983.)","Cherokee, Iowa). Presbyterian Women. (Chicago, Ill. : Women's Clubs Publ. Co., 1983.)",Memorial Presbyterian Church,Come into our kitchens,"United Presbyterian Women, Memorial Presbyterian Church, Cherokee, Iowa.",PARKS General Collection,TX715.2 M53 C6536x 1983,1983,Item in place,Book,990015981750102756
"Book By Christian Church (Delta, Iowa). Ladies Aid Society. (Delta, Iowa : [Ladies Aid Society of Christian Church?], 1940.)","Delta, Iowa). Ladies Aid Society. (Delta, Iowa : [Ladies Aid Society of Christian Church?], 1940.)",Christian Church,Cook book,"[compiled by Ladies Aid Society of Christian Church, Delta, Iowa]",PARKS Special Collections,TX715.2 M53 C6636x 1940,1940,Item in place,Book,990015144360102756
"Book By First Evangelical and Reformed Church (Oskaloosa, Iowa) ([Oskaloosa, Iowa] : [First Evangelical and Reformed Church?], 1955.)","Oskaloosa, Iowa) ([Oskaloosa, Iowa] : [First Evangelical and Reformed Church?], 1955.)",First Evangelical and Reformed Church,Kitchen digest 1955,"sponsored by First Evangelical and Reformed Church, Oskaloosa, Iowa.",PARKS Special Collections,TX715.2 M53 K58x 1955,1955,Item in place,Book,990014970310102756
"Book By St. Joseph's Parish (Bellevue, Iowa) (Kansas City, KS : Bev-Ron Publishing Co., [1973])","Bellevue, Iowa) (Kansas City, KS : Bev-Ron Publishing Co., [1973])",St. Joseph's Parish,Favorite recipes,"compiled by St. Joseph's Parish, Bellevue, Iowa.",PARKS General Collection,TX715.2 M53 F3843x 1973,1973,Item in place,Book,990016236750102756
"Book By Manchester (Iowa). Manchester Jaycee Women's Club. (Iowa Falls, Iowa : General Publishing and Binding, 1981.)","Iowa). Manchester Jaycee Women's Club. (Iowa Falls, Iowa : General Publishing and Binding, 1981.)",Manchester,"Recipes old and new, tried and true",Manchester Jaycee Women's Club.,PARKS General Collection,TX715.2 M53 R452x 1981,1981,Item in place,Book,990014683330102756
"Book By Essex Culture Club (Essex, Iowa) ([Essex, Iowa] : Essex Culture Club, 1961.)","Essex, Iowa) ([Essex, Iowa] : Essex Culture Club, 1961.)",Essex Culture Club,Gourmet's delight : favorite recipes,Essex Culture Club.,PARKS Special Collections,TX715.2 M53 G68x 1961,1961,Item in place,Book,990019118000102756
"Book By Stanhope Day Care Center, Inc. ([Stanhope, Iowa] : [Stanhope Day Care Center, Inc.?], [1996])","[Stanhope, Iowa] : [Stanhope Day Care Center, Inc.?], [1996])","Stanhope Day Care Center, Inc.",Stanhope Daycare Center.,,PARKS General Collection,TX715.2 M53 S72x 1996,1996,Item in place,Book,990015973270102756
"Book By Madison Church of Christ (Brooklyn, Iowa) (Kearney, Neb. : Cookbooks by Morris Press, [1984])","Brooklyn, Iowa) (Kearney, Neb. : Cookbooks by Morris Press, [1984])",Madison Church of Christ,Manna from Madison,"Madison Church of Christ, Brooklyn, Iowa.",PARKS General Collection,TX715.2 M53 M37x 1984,1984,Item in place,Book,990016299270102756
"Book By Farm Bureau Women of Kensett Township (Worth County, Iowa) (Worth County, Iowa : Northwood, Iowa : Farm Bureau Women of Kensett Township ; 1924.)","Worth County, Iowa) (Worth County, Iowa : Northwood, Iowa : Farm Bureau Women of Kensett Township ; 1924.)",Farm Bureau Women of Kensett Township,Tested recipes of farm women.,,PARKS General Collection,TX715.2 M53 T475x 2004,2004,Item in place,Book,990017090820102756
"Book By St. Timothy's Episcopal Church (West Des Moines, Iowa) (Pleasanton, Kan. : Fundcraft Pub., 1982?)","West Des Moines, Iowa) (Pleasanton, Kan. : Fundcraft Pub., 1982?)",St. Timothy's Episcopal Church,Heavenly dishes,from St Timothy's Episcopal Church.,PARKS General Collection,TX715.2 M53 H432x 1982,1982,Item in place,Book,990018961710102756
"Book By Wright County Rural Electric Cooperative, (Lake Mills, Iowa : Graphic Publishing Company, Inc., [1972])","Lake Mills, Iowa : Graphic Publishing Company, Inc., [1972])","Wright County Rural Electric Cooperative,",Cook book : REC Clarion,Wright County Rural Electric Cooperative.,PARKS General Collection,TX715.2 M53 C6648x 1972,1972,Item in place,Book,990016197440102756
"Book By Our Savior's Lutheran Church (Rock Valley, Iowa). Missionary Society. (Rock Valley, Iowa : [Our Savior's Lutheran?], 1959.)","Rock Valley, Iowa). Missionary Society. (Rock Valley, Iowa : [Our Savior's Lutheran?], 1959.)",Our Savior's Lutheran Church,Our Savior's Lutheran Missionary Society cook book.,,PARKS Special Collections,TX715.2 M53 O9727x 1959,1959,Item in place,Book,990015231230102756
"Book ([Iowa] : [publisher not identified],], 2007.)","[Iowa] : [publisher not identified],], 2007.)",Book,Traditions : Wolz,Riecke family recipes.,PARKS Special Collections,TX715.2 M53 T73x 2007,2007,Item in place,Book,990019004680102756
"Book By Our Lady of the River Church (Le Claire, Iowa) ([Le Claire, Iowa] : Our Lady of the River Catholic Church?, [1975?])","Le Claire, Iowa) ([Le Claire, Iowa] : Our Lady of the River Catholic Church?, [1975?])",Our Lady of the River Church,Cook book,Our Lady of the River Parish.,PARKS General Collection,TX715.2 M53 C66227x 1975,1975,Item in place,Book,990016355900102756
"Book By Holy Ghost Catholic Church (Dubuque, Iowa) (Shawnee Mission, Kan. : Circulation Service, [1984])","Dubuque, Iowa) (Shawnee Mission, Kan. : Circulation Service, [1984])",Holy Ghost Catholic Church,A book of favorite recipes,compiled by 1984 Parishioners of Holy Ghost Church.,PARKS General Collection,TX715.2 M53 B6623x 1984,1984,Item in place,Book,990014677250102756
"Book By Women's Society of Christian Service (Mingo, Iowa). Searchers Circle. (Iowa Falls, Iowa : General Publishing and Binding, 1966.)","Mingo, Iowa). Searchers Circle. (Iowa Falls, Iowa : General Publishing and Binding, 1966.)",Women's Society of Christian Service,Favorite recipes,"Searchers Circle, Mingo Methodist WSCS.",PARKS Special Collections,TX715.2 M53 F385x 1966,1966,Item in place,Book,990016339700102756
"Book By Irwin, Gretta. (Ames, Iowa (P.O. Box 825, 535 East Lincoln Way, Ames 50010) : Iowa Turkey Federation, [2007])","Ames, Iowa (P.O. Box 825, 535 East Lincoln Way, Ames 50010) : Iowa Turkey Federation, [2007])","Irwin, Gretta.",Cooking with turkey : 150+ delicious turkey recipes.,,PARKS General Collection,TX750.5 T87 C66x 2007,2007,Item in place,Book,990016908860102756
"Book By Christian Church (Delta, Iowa). Aid Society. (Kansas City, Mo. : Bev-Ron Publishing Company, 1950.)","Delta, Iowa). Aid Society. (Kansas City, Mo. : Bev-Ron Publishing Company, 1950.)",Christian Church,Delta's favorite recipes,"compiled by the Aid Society of the Christian Church, Delta, Iowa.",PARKS Special Collections,TX715.2 M53 D45x 1950,1950,Item in place,Book,990015258750102756
"Book By Young Women's Christian Association (Mason City, Iowa) (Mason City, Iowa : [YWCA?], [date of publication not identified])","Mason City, Iowa) (Mason City, Iowa : [YWCA?], [date of publication not identified])",Young Women's Christian Association,YWCA cook book.,,PARKS Special Collections,TX715.2 M53 Y93x,TX715.2 M53 Y93x,Item in place,Book,990015505850102756
"Book By Relief Society (Ames, Iowa) (Ames, Iowa : Church of Jesus Christ of Latter-Day Saints?, [between 1930 and 1950].)","Ames, Iowa) (Ames, Iowa : Church of Jesus Christ of Latter-Day Saints?, [between 1930 and 1950].)",Relief Society,Hospitality : Ames Branch Relief Society cook book,[compiled by Ames Branch Relief Society].,PARKS Special Collections,TX715.2 M53 H675x,TX715.2 M53 H675x,Item in place,Book,990018547110102756
"Book By Presbyterian Church (Hopkinton, Iowa). Priscilla Guild. (Kansas City, Mo. : Bev-Ron Publishing Company, 1950.)","Hopkinton, Iowa). Priscilla Guild. (Kansas City, Mo. : Bev-Ron Publishing Company, 1950.)",Presbyterian Church,Hopkinton's favorite recipes,"compiled by the Priscilla Guild of the Presbyterian Church, Hopkinton, Iowa.",PARKS Special Collections,TX715.2 M53 H67x 1950,1950,Item in place,Book,990015084920102756
"Book By East Janesville Methodist Church (Janesville, Iowa). Evening Circle. ([Janesville, Iowa] : Printed by ... M.H. Snodgrass, [date of publication not identified])","Janesville, Iowa). Evening Circle. ([Janesville, Iowa] : Printed by ... M.H. Snodgrass, [date of publication not identified])",East Janesville Methodist Church,"Cook book, East Janesville Methodist Church",[compiled by The Evening Circle],PARKS Special Collections,TX715.2 M53 C6632x,TX715.2 M53 C6632x,Item in place,Book,990015075590102756
"Book By Fort Madison Nursing Care Center (Fort Madison, Iowa) (Iowa Falls, Iowa : General Publishing and Binding, 1980.)","Fort Madison, Iowa) (Iowa Falls, Iowa : General Publishing and Binding, 1980.)",Fort Madison Nursing Care Center,Favorite recipes,"Fort Madison Nursing Care Center, Fort Madison, Iowa.",PARKS Special Collections,TX715.2 M53 F3856x 1980,1980,Item in place,Book,990016745040102756
"Book By Daughters of Rebekah. Rebekah Lodge No. 16 (Oskaloosa, Iowa) (Oskaloosa, Iowa : [Rebekah Lodge No. 16?], 1951.)","Oskaloosa, Iowa) (Oskaloosa, Iowa : [Rebekah Lodge No. 16?], 1951.)",Daughters of Rebekah. Rebekah Lodge No. 16,Kitchen kapers,"[Rebekah Lodge No. 16 of Oskaloosa, Iowa]",PARKS Special Collections,TX715.2 M53 K582x 1951,1951,Item in place,Book,990014970400102756
"Book By Bethlehem Lutheran Church (Cherokee, Iowa) ([Cherokee, Iowa] : [Bethlehem Lutheran Church?], 1964.)","Cherokee, Iowa) ([Cherokee, Iowa] : [Bethlehem Lutheran Church?], 1964.)",Bethlehem Lutheran Church,Favorite recipes with smorgasbord,"Bethlehem Lutheran Church, Cherokee, Iowa.",PARKS Special Collections,TX715.2 M53 F3837x 1964,1964,Item in place,Book,990015425800102756
"Book By Low-Rent Housing Agency of Ottumwa, Iowa. (Iowa Falls, Iowa : General Publishing and Binding, 1976.)","Iowa Falls, Iowa : General Publishing and Binding, 1976.)","Low-Rent Housing Agency of Ottumwa, Iowa.","""Kitchen secrets"" with love","[[compiled by] Low-Rent Housing Agency of Ottumwa, Iowa]",PARKS General Collection,TX715.2 M53 K586x 1976,1976,Item in place,Book,990016010390102756
"Book By Cherokee Volunteer Fire Department (Cherokee Iowa) Cherokee Fire Dolls. (Iowa Falls, Iowa : General Publishing and Binding, 1976.)","Cherokee Iowa) Cherokee Fire Dolls. (Iowa Falls, Iowa : General Publishing and Binding, 1976.)",Cherokee Volunteer Fire Department,Cherokee Fire Dolls cook book,"CFD Auxiliary, Cherokee, Iowa.",PARKS General Collection,TX715.2 M53 C523x 1976,1976,Item in place,Book,990016010450102756
"Book By Ramsey Reformed Church (Titonka, Iowa). Women's Ministries. ([Place of publication not identified] : [publisher not identified], [1981?])","Titonka, Iowa). Women's Ministries. ([Place of publication not identified] : [publisher not identified], [1981?])",Ramsey Reformed Church,Recipe roundup at Ramsey,by the Reformed Church Women's Ministries.,PARKS General Collection,TX715.2 M53 R434x 1981,1981,Item in place,Book,990016429740102756
"Book By Iowa Jersey Cattle Club. Ladies Auxiliary. ([Sumner, Iowa] : Sumner Gazette Publishing Co., 1987.)","[Sumner, Iowa] : Sumner Gazette Publishing Co., 1987.)",Iowa Jersey Cattle Club. Ladies Auxiliary.,Recipes and reflections,[compiled by the Ladies Auxiliary] of the Iowa Jersey Cattle Club.,PARKS General Collection,TX715.2 M53 R4544x 1987,1987,Item in place,Book,990019151410102756
"Book By St. Wenceslaus Parish (Duncan, Iowa). Holy Rosary Society. (Iowa Falls, Iowa : General Publishing and Binding, 1967.)","Duncan, Iowa). Holy Rosary Society. (Iowa Falls, Iowa : General Publishing and Binding, 1967.)",St. Wenceslaus Parish,Bake and smile Duncan style,"compiled by Holy Rosary Society Duncan, Iowa.",PARKS Special Collections,TX715.2 M53 B35x 1967,1967,Item in place,Book,990014569850102756
"Book By United Methodist Church (Peoria, Iowa) (Audubon, Iowa : Jumbo Jack's Cookbooks, 1998.)","Peoria, Iowa) (Audubon, Iowa : Jumbo Jack's Cookbooks, 1998.)",United Methodist Church,Tried & true family favorites,prepared by the Peoria United Methodist Church.,PARKS General Collection,TX715.2 M53 T752x 1998,1998,Item in place,Book,990016178890102756
"Book By Collins Centennial Committee (Collins, Iowa) (Shawnee Mission, Kan. : Circulation Service, 1981.)","Collins, Iowa) (Shawnee Mission, Kan. : Circulation Service, 1981.)",Collins Centennial Committee,A book of favorite recipes,compiled by Collins Centennial Committee.,PARKS General Collection,TX715.2 M53 B6632x 1981,1981,Item in place,Book,990016177070102756
"Book By Libertyville Methodist Church (Libertyville, Iowa). Women's Society of Christian Service. (Marceline, Mo. : Walsworth Brothers, 1949.)","Libertyville, Iowa). Women's Society of Christian Service. (Marceline, Mo. : Walsworth Brothers, 1949.)",Libertyville Methodist Church,Cook book,"compiled by W.S.C.S. Libertyville, Iowa.",PARKS Special Collections,TX715.2 M53 C663x 1949,1949,Item in place,Book,990015048470102756
"Book By Woodlawn Elementary School (Des Moines, Iowa) (Collierville, TN : Fundcraft Pub., [1987])","Des Moines, Iowa) (Collierville, TN : Fundcraft Pub., [1987])",Woodlawn Elementary School,Seasoned with love,[sponsored by] Woodlawn Elementary School.,PARKS General Collection,TX715.2 M53 S416x 1987,1987,Item in place,Book,990017916320102756
"Book By Methodist Church (Colo, Iowa). Ladies Aid Society. (Colo, Iowa : The Ladies Aid Society, 1938.)","Colo, Iowa). Ladies Aid Society. (Colo, Iowa : The Ladies Aid Society, 1938.)",Methodist Church,Favorite recipes,"compiled by the Ladies Aid Society, Methodist Church, Colo, Iowa.",PARKS Special Collections,TX715.2 M53 F3834x 1938,1938,Item in place,Book,990015326320102756
"Book By Christian Church (Sigourney, Iowa). Philadora Society. (Sigourney, Iowa : Sigourney Review Print., 1927.)","Sigourney, Iowa). Philadora Society. (Sigourney, Iowa : Sigourney Review Print., 1927.)",Christian Church,Recipes,compiled by the Philadora Society of the Christian Church.,PARKS Special Collections,TX715.2 M53 R4422x 1927,1927,Item in place,Book,990014637410102756
"Book By Central United Methodist Church (Oskaloosa, Iowa) Circle 5. (Iowa Falls, Iowa : General Publishing and Binding, 1973.)","Oskaloosa, Iowa) Circle 5. (Iowa Falls, Iowa : General Publishing and Binding, 1973.)",Central United Methodist Church,Church mouse cook book,"[Circle 5, Central United Methodist Church, Oskaloosa, Iowa]",PARKS General Collection,TX715.2 M53 C5245x 1973,1973,Item in place,Book,990016340130102756
"Book By Williams, Julia. (Des Moines, Iowa : Wallace Homestead Book Company, [1971])","Des Moines, Iowa : Wallace Homestead Book Company, [1971])","Williams, Julia.",What to cook with what you have,"by Julia Williams [of Indianola, Iowa].",PARKS General Collection,TX715.2 M53 W5x 1971,1971,Item in place,Book,990016259610102756
"Book By Stringtown Grocery. (Kalona, Iowa : Stringtown Grocery, 1990.)","Kalona, Iowa : Stringtown Grocery, 1990.)",Stringtown Grocery.,Stringtown Grocery : recipes & mixing instructions.,,PARKS General Collection,TX715.2 M53 S774x 1990,1990,Item in place,Book,990018574250102756
"Book By St. Patrick's Church (Cumming, Iowa) (Deep River, Iowa : Brennan Printing, 1999.)","Cumming, Iowa) (Deep River, Iowa : Brennan Printing, 1999.)",St. Patrick's Church,Cooking at the Irish settlement,"St. Patrick's Church, Cumming, Iowa.",PARKS General Collection,TX715.2 M53 C6723x 1999,1999,Item in place,Book,990015981760102756
"Book By Valborg Lutheran Home (Des Moines, Iowa) (Deep River, Iowa : Brennan Printing, 2000.)","Des Moines, Iowa) (Deep River, Iowa : Brennan Printing, 2000.)",Valborg Lutheran Home,Recipes from the heart,"Valborg Lutheran Home, Des Moines, Iowa.",PARKS General Collection,TX715.2 M53 R4529x 2000,2000,Item in place,Book,990015981390102756
"Book By Eddyville Elementary School (Eddyville, Iowa). Parent Teacher Organization. (Deep River, Iowa : Brennan Printing, 1989.)","Eddyville, Iowa). Parent Teacher Organization. (Deep River, Iowa : Brennan Printing, 1989.)",Eddyville Elementary School,Eddyville's scholarship recipes,[Parent-Teacher Organization].,PARKS General Collection,TX715.2 M53 E33x 1989,1989,Item in place,Book,990015985050102756
"Book By Ames Woman's Club (Ames, Iowa). Evening Department. ([Ames, Iowa] : Evening Department, Ames Woman's Club?, 1968.)","Ames, Iowa). Evening Department. ([Ames, Iowa] : Evening Department, Ames Woman's Club?, 1968.)",Ames Woman's Club,Favorite recipes,"from the Evening Department, Ames Woman's Club, Ames Iowa.",PARKS Special Collections,TX715.2 M53 F386x 1968,1968,Item in place,Book,990017699560102756
"Book ([Iowa?] : Mercer Advertising Enterprise, [between 1900 and 1999?])","[Iowa?] : Mercer Advertising Enterprise, [between 1900 and 1999?])",Book,Aunt Betty's favorite cookie recipes.,,PARKS Special Collections,TX772 A96x 1900z,TX772 A96x 1900z,Item in place,Book,990018368060102756
"Book By First Church of the Nazarene (Chariton, Iowa) (Kearney, Neb. : Cookbooks by Morris Press, 1983.)","Chariton, Iowa) (Kearney, Neb. : Cookbooks by Morris Press, 1983.)",First Church of the Nazarene,Feed my people,"First Church of the Nazarene, Chariton, Iowa.",PARKS Special Collections,TX715.2 M53 F43x 1983,1983,Item in place,Book,990017657140102756
